id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
72918995,de5ecdbe-7d45-4739-9116-3330846b7cf3,2021-04-02 10:29:24 AM CST,2021-04-02,2021-04-02 10:29:24 UTC,UTC,3681698,irmaramos,irma,2021-04-04 18:37:45 UTC,2021-06-29 14:16:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72918995,https://inaturalist-open-data.s3.amazonaws.com/photos/118974414/medium.jpeg,,"",,1,0,false,2,"Poncitlán, Jal., México",20.3669444444,-103.0583333333,,,,,,,,false,gps,gps,Lechuguilla,Agave inaequidens,,Plantae,274130
73790173,45d189a6-c160-4b87-96b6-118adc900bbb,2021/04/07 3:40 PM CDT,2021-04-07,2021-04-07 20:40:00 UTC,Guadalajara,218317,christianvi,Christian Valdes,2021-04-12 22:49:46 UTC,2021-04-13 15:02:59 UTC,research,,https://www.inaturalist.org/observations/73790173,https://static.inaturalist.org/photos/120508526/medium.jpeg,,"",,1,0,false,,"Jalisco, MX",19.9855654408,-103.7677303853,406,,,,30527,obscured,,true,,,Lechuguilla,Agave inaequidens,,Plantae,274130
73899931,97bcc91e-00f0-495b-b378-82154b8a963f,Sun Apr 04 2021 16:25:00 GMT-0500 (CDT),2021-04-04,2021-04-04 16:25:00 UTC,UTC,3861567,crotalus_tzabcan,Zabdiel Cervantes,2021-04-14 00:41:30 UTC,2021-04-14 15:13:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73899931,https://inaturalist-open-data.s3.amazonaws.com/photos/120713085/medium.jpg,,"","",1,0,false,3,"Tapalpa, JAL, MX",20.01019445,-103.7376416667,17,,,,17,,,false,,,Lechuguilla,Agave inaequidens,,Plantae,274130
75379089,008d58ab-ba1a-4ec2-8ba9-70d93ded4600,2021/04/25 5:19 PM CDT,2021-04-25,2021-04-25 22:19:00 UTC,Guadalajara,376395,emmguevara,Emmanuel Guevara Lazcano,2021-04-27 00:53:02 UTC,2023-03-15 14:02:53 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/75379089,https://inaturalist-open-data.s3.amazonaws.com/photos/123304022/medium.jpeg,,"","",1,0,false,,"Atemajac de Brizuela, Jal., México",20.1194110717,-103.702377677,8,,,,8,,open,false,,,Lechuguilla,Agave inaequidens,,Plantae,274130
75585325,e364fbf8-9352-4197-add8-e16698823b4c,Tue Apr 27 2021 16:39:09 GMT-0500 (CDT),2021-04-27,2021-04-27 21:39:09 UTC,Mexico City,1088398,s_monasterio,Susana Monasterio,2021-04-28 21:10:39 UTC,2021-04-29 03:24:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75585325,https://inaturalist-open-data.s3.amazonaws.com/photos/123677688/medium.jpg,,"","",1,0,false,3,"Atengo, JAL, MX",20.32214667,-104.17775,4341,,,,4341,,,false,,,Lechuguilla,Agave inaequidens,,Plantae,274130
81688877,750ad6ad-45f9-4d2e-ab0e-599ace561875,Sat Jun 05 2021 07:17:24 GMT-0500 (CDT),2021-06-05,2021-06-05 07:17:24 UTC,UTC,4167439,tzinnia_soto,Tzinnia Soto,2021-06-05 12:17:36 UTC,2021-06-07 17:16:02 UTC,research,,https://www.inaturalist.org/observations/81688877,https://static.inaturalist.org/photos/134002244/medium.jpg,,"","",1,0,false,3,"Mazamitla, JAL, MX",19.9098230247,-103.0246586167,9,,,,9,,,false,,,Lechuguilla,Agave inaequidens,,Plantae,274130
89166196,f5e0d8b2-146c-4c16-8485-c5d082691f79,2016/10/26 10:01 AM CDT,2016-10-26,2016-10-26 15:01:00 UTC,Monterrey,25927,jesus_salazar,Jesús Alejandro Salazar Ortiz,2021-07-30 08:40:56 UTC,2022-12-06 14:02:18 UTC,research,,https://www.inaturalist.org/observations/89166196,https://static.inaturalist.org/photos/147217794/medium.jpeg,,"",,2,0,false,,"Sayula, Jal., México",19.8124371699,-103.6160980941,155,,,,155,,open,false,,,Agave inaequidens,Agave inaequidens,,Plantae,274130
108026089,20b2d87d-a48e-426f-9135-e037aea8936f,2022-03-05 11:29:29,2022-03-05,2022-03-05 17:29:29 UTC,Mexico City,17894,ana_santiago,Ana Santiago,2022-03-06 14:48:00 UTC,2023-07-25 06:20:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108026089,https://inaturalist-open-data.s3.amazonaws.com/photos/181800087/medium.jpeg,,"",,3,0,false,2,"Jocotepec, Jal., México",20.3644846,-103.4367929,,,,,,,open,false,,,Lechuguilla,Agave inaequidens,,Plantae,274130
109081305,8647cde4-4e3f-4ffb-b0fc-39993bcc0906,2022-03-20 12:16:22,2022-03-20,2022-03-20 18:16:22 UTC,Mexico City,3300329,jorgevargasramirez,Jorge Vargas Ramírez,2022-03-20 20:44:24 UTC,2022-03-22 00:04:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109081305,https://inaturalist-open-data.s3.amazonaws.com/photos/183779473/medium.jpeg,,"",,1,0,false,2,"Tapalpa, Jal., México",19.9514446258,-103.7905426025,,,,,,,open,false,gps,gps,Maguey mezcal,Agave inaequidens inaequidens,,Plantae,204747
109081336,b7f11478-abd2-4224-a5e4-8b5b28d43368,2022-03-20 12:27:42,2022-03-20,2022-03-20 18:27:42 UTC,Mexico City,3300329,jorgevargasramirez,Jorge Vargas Ramírez,2022-03-20 20:44:53 UTC,2022-03-21 01:58:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109081336,https://inaturalist-open-data.s3.amazonaws.com/photos/183779570/medium.jpeg,,"",,1,0,false,2,"Tapalpa, Jal., México",19.9553375242,-103.7952728269,,,,,,,open,false,,,Maguey mezcal,Agave inaequidens inaequidens,,Plantae,204747
109377337,32d99cbc-0fed-4d0b-b2e5-0343f2d52789,Mon Mar 21 2022 12:22:07 GMT-0600 (CST),2022-03-21,2022-03-21 22:22:07 UTC,Hawaii,1411422,santiago_rosales_9,Santiago Rosales,2022-03-24 15:55:31 UTC,2024-01-22 19:31:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109377337,https://inaturalist-open-data.s3.amazonaws.com/photos/184337956/medium.jpg,,"","",1,0,false,3,"Bosque de la Primavera, Zapopan, JAL, MX",20.6585682676,-103.4695185627,6883,,,,6883,,open,false,,,Lechuguilla,Agave inaequidens,,Plantae,274130
112743191,c995b081-b312-4a0f-a196-59fdec66cc06,2022-03-21,2022-03-21,,Mexico City,3288523,karlaposadastrejo,Karla Posadas Trejo,2022-04-24 21:51:39 UTC,2022-12-07 22:33:43 UTC,research,,https://www.inaturalist.org/observations/112743191,https://static.inaturalist.org/photos/190451485/medium.jpeg,,"",,2,0,false,2,"Jalisco, MX",20.6527138857,-103.4382141829,1548,,,,30453,obscured,open,true,gps,gps,Lechuguilla,Agave inaequidens,,Plantae,274130
117582619,e6eae82d-e1d8-41b0-bbe1-b024a6c39fab,2022/05/14 7:45 AM,2022-05-14,2022-05-14 12:45:00 UTC,Mexico City,5666393,jocelyn_jasso,JOCELYN JASSO ROBLEDO,2022-05-18 12:47:28 UTC,2022-05-27 13:27:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117582619,https://inaturalist-open-data.s3.amazonaws.com/photos/198596914/medium.jpg,,"","Agave Monocotiledónea

Reino: Plantae
División: Magnoliophyta
Clase: Liliopsida
Orden: Asparagales
Familia: Asparagaceae
Subfamilia: Agavoideae
Género: Agave

Planta suculenta xerófila, poseen hojas verde-azuladas alargadas dispuestas en espiral, sobre un corto e invisible tallo; las hojas están dispuestas formando una roseta, son duras, rígidas, y muy fibrosas. poseen dientes marginales prominentes con una espina terminal rígida. La inflorescencia se forma en la mayoría de las especies en el ápice de la roseta y muere cuando completa la floración.

Son plantas originadas en América tropical y subtropical, incluyendo los países del Caribe.

Guillot-Ortiz, D. (2006). Claves de las especies del género Agave L. cultivadas como ornamentales en la Península Ibérica e Islas Baleares. Acta Bot. Barc., 50: 441-457",1,0,false,,"Atemajac de Brizuela, Jal., México",20.1216231,-103.6590197,694,,,,694,,open,false,,,Lechuguilla,Agave inaequidens,,Plantae,274130
